run_time,offset,symbol,rank
2026-06-26 15:00:00,7,FOGO-USDT-SWAP,1.0
2026-06-26 13:00:00,5,FOGO-USDT-SWAP,1.0
2026-06-26 14:00:00,6,FOGO-USDT-SWAP,1.0
